,REF,Company (Manufacturer),Company Location,Review Date,Cocoa Percent,Ingredients,Rating
1908,2118,Primo Botanica,U.S.A.,2018,75%,"2- B,S*",3.25
1909,2118,Primo Botanica,U.S.A.,2018,75%,"2- B,S*",3.25
1910,2318,Public Chocolatory,South Korea,2019,70%,"2- B,S",2.75
1911,1223,Pump Street Bakery,U.K.,2014,75%,"3- B,S,C",2.75
1912,1227,Pump Street Bakery,U.K.,2014,85%,"3- B,S,C",2.75
1913,1223,Pump Street Bakery,U.K.,2014,75%,"3- B,S,C",3.0
1914,1223,Pump Street Bakery,U.K.,2014,72%,"3- B,S,C",3.25
1915,1688,Pump Street Bakery,U.K.,2015,80%,"3- B,S,C",2.75
1916,1502,Pump Street Bakery,U.K.,2015,70%,"3- B,S,C",3.5
1917,1530,Pump Street Bakery,U.K.,2015,74%,"3- B,S,C",3.5
1918,1872,Pump Street Bakery,U.K.,2016,77%,"3- B,S,C",3.5
1919,1956,Pump Street Bakery,U.K.,2017,75%,"2- B,S",3.75
1920,2166,Pump Street Bakery,U.K.,2018,72%,"3- B,S,C",3.25
1921,931,Pura Delizia,Italy,2012,73%,"4- B,S,C,L",2.75
1922,1988,Pura Delizia,Italy,2017,73%,"4- B,S,C,L",3.25
1923,1988,Pura Delizia,Italy,2017,75%,"4- B,S,C,L",3.25
1924,1984,Pura Delizia,Italy,2017,75%,"4- B,S,C,L",3.5
1925,1988,Pura Delizia,Italy,2017,66%,"4- B,S,C,L",3.5
1926,1988,Pura Delizia,Italy,2017,65%,"4- B,S,C,L",3.75
1927,935,Q Chocolate,Brazil,2012,60%,"3- B,S,C",3.0
1928,935,Q Chocolate,Brazil,2012,65%,"3- B,S,C",3.25
1929,1069,Q Chocolate,Brazil,2013,55%,"3- B,S,C",2.75
1930,1057,Q Chocolate,Brazil,2013,75%,"3- B,S,C",3.25
1931,1069,Q Chocolate,Brazil,2013,80%,"3- B,S,C",3.25
1932,1057,Q Chocolate,Brazil,2013,85%,"3- B,S,C",3.5
1933,2238,Qantu,Canada,2018,70%,"3- B,S,C",3.0
1934,2426,Qantu,Canada,2019,70%,"3- B,S,C",3.75
1935,2470,Qantu,Canada,2020,70%,"3- B,S,C",3.5
1936,2506,Qantu,Canada,2020,70%,"3- B,S,C",4.0
1937,2594,Qantu,Canada,2021,70%,"3- B,S,C",3.75
1938,1796,Quetzalli (Wolter),Mexico,2016,70%,"3- B,S,C",2.75
1939,1800,Quetzalli (Wolter),Mexico,2016,74%,"3- B,S,C",3.0
1940,785,Raaka,U.S.A.,2011,85%,"3- B,S,C",3.5
1941,959,Raaka,U.S.A.,2012,75%,"3- B,S,C",3.25
1942,1708,Raaka,U.S.A.,2015,75%,"3- B,S,C",2.75
1943,1788,Raaka,U.S.A.,2016,70%,"3- B,S,C",3.0
1944,2032,Raaka,U.S.A.,2017,70%,"3- B,S,C",3.25
1945,2032,Raaka,U.S.A.,2017,70%,"3- B,S,C",3.5
1946,470,Rain Republic,Guatemala,2010,70%,"5- B,S,C,V,L",2.75
1947,565,Rancho San Jacinto,Ecuador,2010,75%,Missing Ingredients,3.0
1948,1558,Ranger,U.S.A.,2015,70%,"2- B,S",2.5
1949,1562,Ranger,U.S.A.,2015,80%,"2- B,S",3.25
1950,1562,Ranger,U.S.A.,2015,73%,"2- B,S",3.5
1951,2668,Ranger,U.S.A.,2021,70%,"2- B,S",3.25
1952,1872,Raoul Boulanger,France,2016,75%,"3- B,S,C",3.25
1953,2166,Raphio,U.S.A.,2018,72%,"3- B,S,C",3.5
1954,2158,Raphio,U.S.A.,2018,72%,"3- B,S,C",3.75
1955,2158,Raphio,U.S.A.,2018,72%,"3- B,S,C",3.75
1956,2330,Raphio,U.S.A.,2019,72%,"3- B,S,C",3.5
1957,2334,Raphio,U.S.A.,2019,72%,"3- B,S,C",3.5
1958,2618,Raphio,U.S.A.,2021,72%,"3- B,S,C",3.5
1959,867,Raw Cocoa,Poland,2012,70%,Missing Ingredients,2.5
1960,147,Republica del Cacao (aka Confecta),Ecuador,2007,75%,"4- B,S,C,L",3.0
1961,147,Republica del Cacao (aka Confecta),Ecuador,2007,67%,"4- B,S,C,L",3.5
1962,170,Republica del Cacao (aka Confecta),Ecuador,2007,75%,"4- B,S,C,L",3.75
1963,439,Republica del Cacao (aka Confecta),Ecuador,2009,75%,"4- B,S,C,L",2.5
1964,494,Republica del Cacao (aka Confecta),Ecuador,2010,75%,"4- B,S,C,L",3.25
1965,745,Ritual,U.S.A.,2011,75%,"2- B,S",3.5
1966,967,Ritual,U.S.A.,2012,75%,"2- B,S",3.25
1967,979,Ritual,U.S.A.,2012,75%,"2- B,S",3.5
1968,891,Ritual,U.S.A.,2012,75%,"2- B,S",4.0
1969,1181,Ritual,U.S.A.,2013,75%,"2- B,S",3.0
1970,1089,Ritual,U.S.A.,2013,75%,"2- B,S",3.75
1971,1466,Ritual,U.S.A.,2015,85%,"2- B,S",3.5
1972,1466,Ritual,U.S.A.,2015,70%,"2- B,S",3.5
1973,1860,Ritual,U.S.A.,2016,75%,"2- B,S",3.75
1974,2008,Ritual,U.S.A.,2017,75%,"3- B,S,C",3.75
1975,2282,Ritual,U.S.A.,2019,70%,"2- B,S",3.5
1976,2418,Ritual,U.S.A.,2019,80%,"2- B,S",3.5
1977,2514,Ritual,U.S.A.,2020,75%,"3- B,S,C",3.5
1978,2080,River-Sea,U.S.A.,2018,72%,"3- B,S,C",3.0
1979,2354,River-Sea,U.S.A.,2019,70%,"3- B,S,C",2.5
1980,2354,River-Sea,U.S.A.,2019,70%,"3- B,S,C",2.5
1981,1844,Roasting Masters,South Korea,2016,70%,"2- B,S",3.25
1982,1844,Roasting Masters,South Korea,2016,70%,"2- B,S",3.25
1983,1844,Roasting Masters,South Korea,2016,70%,"2- B,S",3.25
1984,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,75%,"5- B,S,C,V,L",3.25
1985,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,68%,"4- B,S,C,L",3.25
1986,923,Rococo (Grenada Chocolate Co.),U.K.,2012,66%,Missing Ingredients,3.5
1987,213,Rogue,U.S.A.,2008,70%,"2- B,S",2.75
1988,213,Rogue,U.S.A.,2008,70%,"2- B,S",2.75
1989,213,Rogue,U.S.A.,2008,70%,"2- B,S",3.0
1990,213,Rogue,U.S.A.,2008,70%,"2- B,S",3.0
1991,327,Rogue,U.S.A.,2009,70%,"2- B,S",3.5
1992,565,Rogue,U.S.A.,2010,75%,"2- B,S",3.75
1993,793,Rogue,U.S.A.,2011,75%,"2- B,S",3.0
1994,979,Rogue,U.S.A.,2012,75%,"2- B,S",3.75
1995,1038,Rogue,U.S.A.,2013,70%,"2- B,S",3.5
1996,1081,Rogue,U.S.A.,2013,70%,"2- B,S",3.5
1997,1193,Rogue,U.S.A.,2013,75%,"2- B,S",3.75
1998,1081,Rogue,U.S.A.,2013,75%,"2- B,S",4.0
1999,1209,Rogue,U.S.A.,2014,80%,"2- B,S",3.75
2000,1566,Rogue,U.S.A.,2015,75%,"2- B,S",3.25
2001,1446,Rogue,U.S.A.,2015,70%,"2- B,S",3.75
2002,1748,Rogue,U.S.A.,2016,75%,"2- B,S",3.75
2003,717,Rozsavolgyi,Hungary,2011,71%,"3- B,S,C",2.5
2004,765,Rozsavolgyi,Hungary,2011,77%,"3- B,S,C",2.75
2005,713,Rozsavolgyi,Hungary,2011,73%,"3- B,S,C",3.5
2006,717,Rozsavolgyi,Hungary,2011,70%,"3- B,S,C",3.5
2007,871,Rozsavolgyi,Hungary,2012,76%,"3- B,S,C",2.25
2008,809,Rozsavolgyi,Hungary,2012,84%,"3- B,S,C",2.5
2009,871,Rozsavolgyi,Hungary,2012,72%,"3- B,S,C",2.5
2010,2004,Rozsavolgyi,Hungary,2017,73%,"3- B,S,C",3.75
2011,2672,Rozsavolgyi,Hungary,2021,72%,"3- B,S,C",3.75
2012,1964,Ruket,Italy,2017,72%,"3- B,S*,C",2.75
2013,2036,Ruket,Italy,2018,75%,"3- B,S,C",3.0
2014,2036,Ruket,Italy,2018,70%,"3- B,S,C",3.5
2015,2668,Ruket,Italy,2021,77%,"2- B,S",2.75
2016,2660,Ruket,Italy,2021,72%,"2- B,S",3.5
2017,615,S.A.I.D.,Italy,2010,100%,Missing Ingredients,1.5
2018,615,S.A.I.D.,Italy,2010,70%,Missing Ingredients,3.0
2019,607,S.A.I.D.,Italy,2010,64%,Missing Ingredients,3.5
2020,615,S.A.I.D.,Italy,2010,72%,Missing Ingredients,3.5
2021,615,S.A.I.D.,Italy,2010,72%,Missing Ingredients,3.5
2022,813,Sacred,U.S.A.,2012,83%,"4- B,S*,C,V",2.75
2023,813,Sacred,U.S.A.,2012,69%,"4- B,S*,C,V",3.25
2024,288,Salgado,Argentina,2008,70%,"4- B,S,C,L",3.5
2025,288,Salgado,Argentina,2008,70%,"4- B,S,C,L",3.5
2026,288,Salgado,Argentina,2008,70%,"4- B,S,C,L",3.5
2027,292,Salgado,Argentina,2008,70%,"4- B,S,C,L",3.5
2028,2004,San Jose,Ecuador,2017,70%,"4- B,S,C,L",3.25
2029,32,Santander (Compania Nacional),Colombia,2006,53%,"5- B,S,C,V,L",2.0
2030,32,Santander (Compania Nacional),Colombia,2006,65%,"5- B,S,C,V,L",3.0
2031,32,Santander (Compania Nacional),Colombia,2006,70%,"5- B,S,C,V,L",3.75
2032,404,Santander (Compania Nacional),Colombia,2009,75%,"3- B,S,L",2.75
2033,414,Santander (Compania Nacional),Colombia,2009,70%,"5- B,S,C,V,L",3.0
2034,761,Santome,France,2011,70%,"5- B,S,C,V,L",2.75
2035,15,Scharffen Berger,U.S.A.,2006,82%,"5- B,S,C,V,L",2.0
2036,40,Scharffen Berger,U.S.A.,2006,68%,"5- B,S,C,V,L",2.0
2037,56,Scharffen Berger,U.S.A.,2006,70%,"5- B,S,C,V,L",2.0
2038,56,Scharffen Berger,U.S.A.,2006,62%,"5- B,S,C,V,L",3.0
2039,15,Scharffen Berger,U.S.A.,2006,70%,"5- B,S,C,V,L",3.5
2040,117,Scharffen Berger,U.S.A.,2007,72%,"5- B,S,C,V,L",3.0
2041,135,Scharffen Berger,U.S.A.,2007,62%,"5- B,S,C,V,L",3.0
2042,188,Scharffen Berger,U.S.A.,2007,75%,"5- B,S,C,V,L",3.0
2043,135,Scharffen Berger,U.S.A.,2007,75%,"5- B,S,C,V,L",3.75
2044,227,Scharffen Berger,U.S.A.,2008,72%,"5- B,S,C,V,L",3.0
2045,336,Scharffen Berger,U.S.A.,2009,68%,"5- B,S,C,V,L",3.75
2046,445,Scharffen Berger,U.S.A.,2009,72%,"5- B,S,C,V,L",3.75
2047,336,Scharffen Berger,U.S.A.,2009,65%,"5- B,S,C,V,L",4.0
2048,464,Scharffen Berger,U.S.A.,2010,68%,"5- B,S,C,V,L",3.5
2049,464,Scharffen Berger,U.S.A.,2010,65%,"5- B,S,C,V,L",3.75
2050,781,Scharffen Berger,U.S.A.,2011,68%,"5- B,S,C,V,L",3.75
2051,959,Scharffen Berger,U.S.A.,2012,78%,"4- B,S,C,L",4.0
2052,1658,Seaforth,U.K.,2015,70%,"2- B,S",2.75
2053,1658,Seaforth,U.K.,2015,70%,"2- B,S",2.75
2054,2104,Seahorse,U.S.A.,2018,70%,"2- B,S",2.75
2055,2108,Seahorse,U.S.A.,2018,70%,"2- B,S",3.0
2056,2104,Seahorse,U.S.A.,2018,70%,"2- B,S",3.25
2057,2446,Seahorse,U.S.A.,2019,70%,"2- B,S",2.75
2058,2446,Seahorse,U.S.A.,2019,70%,"2- B,S",3.5
2059,2660,Seahorse,U.S.A.,2021,75%,"2- B,S",3.25
2060,2590,Seahorse,U.S.A.,2021,70%,"2- B,S",3.5
2061,2594,Seahorse,U.S.A.,2021,70%,"2- B,S",3.5
2062,2660,Seahorse,U.S.A.,2021,70%,"2- B,S",3.5
2063,2370,Shane Chocolate Works,U.S.A.,2019,70%,"3- B,S,C",3.0
2064,2370,Shane Chocolate Works,U.S.A.,2019,70%,"3- B,S,C",3.0
2065,2366,Shane Chocolate Works,U.S.A.,2019,70%,"3- B,S,C",3.5
2066,1335,Shark Mountain,U.S.A.,2014,75%,"2- B,S",3.0
2067,1335,Shark Mountain,U.S.A.,2014,72%,"2- B,S",3.25
2068,1466,Shark Mountain,U.S.A.,2015,77%,"2- B,S",2.75
2069,1450,Shark Mountain,U.S.A.,2015,72%,"2- B,S",3.25
2070,1450,Shark Mountain,U.S.A.,2015,73%,"2- B,S",3.5
2071,1466,Shark Mountain,U.S.A.,2015,74%,"2- B,S",3.5
2072,713,Shark's,U.S.A.,2011,73%,"4- B,S,C,V",2.0
2073,721,Shark's,U.S.A.,2011,73%,"4- B,S,C,V",2.5
2074,757,Shattell,Peru,2011,75%,"3- B,S,C",3.5
2075,1884,Shattell,Peru,2016,70%,"3- B,S,C",3.25
2076,1586,Sibu,Costa Rica,2015,82%,"3- B,S,C",3.25
2077,1586,Sibu,Costa Rica,2015,70%,"3- B,S,C",3.5
2078,911,Sibu Sura,U.S.A.,2012,70%,Missing Ingredients,2.5
2079,717,Silvio Bessone,Italy,2011,67%,"4- B,S,C,Sa",3.0
2080,741,Silvio Bessone,Italy,2011,68%,"4- B,S,C,Sa",3.0
2081,725,Silvio Bessone,Italy,2011,65%,"4- B,S,C,Sa",3.25
2082,729,Silvio Bessone,Italy,2011,60%,"4- B,S,C,Sa",3.25
2083,1339,Sirene,Canada,2014,67%,"3- B,S,C",3.75
2084,1339,Sirene,Canada,2014,73%,"3- B,S,C",3.75
2085,1343,Sirene,Canada,2014,73%,"3- B,S,C",3.75
2086,1502,Sirene,Canada,2015,100%,1- B,3.0
2087,1506,Sirene,Canada,2015,100%,1- B,3.0
2088,1614,Sirene,Canada,2015,73%,"2- B,S",3.0
2089,1614,Sirene,Canada,2015,73%,"2- B,S*",3.25
2090,1650,Sirene,Canada,2015,73%,"2- B,S",3.25
2091,1788,Sirene,Canada,2016,73%,"2- B,S",3.5
2092,1856,Sirene,Canada,2016,73%,"2- B,S",3.5
2093,1860,Sirene,Canada,2016,73%,"2- B,S",3.75
2094,1996,Sirene,Canada,2017,73%,"2- B,S",3.75
2095,2652,Sirene,Canada,2021,73%,"3- B,S,C",3.0
2096,2652,Sirene,Canada,2021,73%,"3- B,S,C",3.25
2097,1454,Sjolinds,U.S.A.,2015,70%,"4- B,S,C,V",2.75
2098,1462,Sjolinds,U.S.A.,2015,72%,"3- B,S,C",3.0
2099,1626,"Smooth Chocolator, The",Australia,2015,72%,"3- B,S,C",2.75
2100,1666,"Smooth Chocolator, The",Australia,2015,67%,"3- B,S,C",3.0
2101,1618,"Smooth Chocolator, The",Australia,2015,65%,"3- B,S,C",3.25
2102,1622,"Smooth Chocolator, The",Australia,2015,70%,"3- B,S,C",3.5
2103,1662,"Smooth Chocolator, The",Australia,2015,65%,"3- B,S,C",3.5
2104,1622,"Smooth Chocolator, The",Australia,2015,67%,"3- B,S,C",3.75
2105,1622,"Smooth Chocolator, The",Australia,2015,70%,"3- B,S,C",3.75
2106,1666,"Smooth Chocolator, The",Australia,2015,70%,"3- B,S,C",3.75
2107,1622,"Smooth Chocolator, The",Australia,2015,72%,"3- B,S,C",4.0
2108,1864,"Smooth Chocolator, The",Australia,2016,70%,"3- B,S,C",3.0
2109,1908,"Smooth Chocolator, The",Australia,2016,70%,"3- B,S,C",3.25
2110,1740,"Smooth Chocolator, The",Australia,2016,70%,"3- B,S,C",3.75
2111,1756,"Smooth Chocolator, The",Australia,2016,70%,"3- B,S,C",3.75
2112,1864,"Smooth Chocolator, The",Australia,2016,67%,"3- B,S,C",3.75
2113,1740,"Smooth Chocolator, The",Australia,2016,70%,"3- B,S,C",4.0
2114,1940,"Smooth Chocolator, The",Australia,2017,70%,"3- B,S,C",3.5
2115,1952,"Smooth Chocolator, The",Australia,2017,70%,"3- B,S,C",3.5
2116,502,Snake & Butterfly,U.S.A.,2010,68%,"3- B,S,C",3.0
2117,502,Snake & Butterfly,U.S.A.,2010,68%,"3- B,S,C",3.25
2118,693,Snake & Butterfly,U.S.A.,2011,67%,"3- B,S,C",1.5
2119,2112,Soeka,Amsterdam,2018,66%,"3- B,S*,C",3.25
2120,1968,Soklet,India,2017,70%,"3- B,S,C",2.75
2121,1518,Sol Cacao,U.S.A.,2015,72%,"2- B,S",3.0
2122,1812,Sol Cacao,U.S.A.,2016,70%,"2- B,S",3.5
2123,1840,Solkiki,U.K.,2016,85%,"2- B,S",2.75
2124,1840,Solkiki,U.K.,2016,68%,"2- B,S",2.75
2125,2366,Solkiki,U.K.,2019,70%,"3- B,S,C",2.5
2126,1792,Solomons Gold,New Zealand,2016,70%,"2- B,S",3.25
2127,1796,Solomons Gold,New Zealand,2016,75%,"2- B,S",3.25
2128,1157,Solstice,U.S.A.,2013,70%,"2- B,S",3.0
2129,1157,Solstice,U.S.A.,2013,70%,"2- B,S",3.0
2130,1161,Solstice,U.S.A.,2013,70%,"2- B,S",3.25
2131,1161,Solstice,U.S.A.,2013,70%,"3- B,S,C",3.25
2132,1161,Solstice,U.S.A.,2013,70%,"3- B,S,C",3.5
2133,1335,Solstice,U.S.A.,2014,70%,"3- B,S,C",3.0
2134,1992,Solstice,U.S.A.,2017,70%,"3- B,S,C",3.25
2135,2068,Solstice,U.S.A.,2018,70%,"3- B,S,C",3.25
2136,2660,Solstice,U.S.A.,2021,70%,"3- B,S,C",3.5
2137,377,Soma,Canada,2009,70%,"3- B,S,C",3.0
2138,387,Soma,Canada,2009,70%,"3- B,S,C",3.0
2139,377,Soma,Canada,2009,70%,"3- B,S,C",3.5
2140,387,Soma,Canada,2009,70%,"3- B,S,C",3.5
2141,387,Soma,Canada,2009,70%,"3- B,S,C",3.75
2142,387,Soma,Canada,2009,70%,"3- B,S,C",3.75
2143,607,Soma,Canada,2010,70%,"3- B,S,C",3.75
2144,676,Soma,Canada,2011,70%,"3- B,S,C",2.75
2145,676,Soma,Canada,2011,70%,"3- B,S,C",3.5
2146,688,Soma,Canada,2011,70%,"3- B,S,C",3.5
2147,682,Soma,Canada,2011,70%,"3- B,S,C",3.75
2148,676,Soma,Canada,2011,70%,"3- B,S,C",4.0
2149,676,Soma,Canada,2011,64%,"3- B,S,C",4.0
2150,817,Soma,Canada,2012,70%,"3- B,S,C",3.25
2151,951,Soma,Canada,2012,70%,"3- B,S,C",3.5
2152,967,Soma,Canada,2012,70%,"3- B,S,C",3.5
2153,983,Soma,Canada,2012,85%,"3- B,S,C",3.5
2154,833,Soma,Canada,2012,70%,"3- B,S,C",3.75
2155,951,Soma,Canada,2012,70%,"3- B,S,C",3.75
2156,867,Soma,Canada,2012,70%,"3- B,S,C",4.0
2157,867,Soma,Canada,2012,70%,"3- B,S,C",4.0
2158,1073,Soma,Canada,2013,70%,"3- B,S,C",2.75
2159,1030,Soma,Canada,2013,70%,"3- B,S,C",3.25
2160,1077,Soma,Canada,2013,70%,"3- B,S,C",3.25
2161,1173,Soma,Canada,2013,70%,"3- B,S,C",3.25
2162,1019,Soma,Canada,2013,77%,"3- B,S,C",3.75
2163,1073,Soma,Canada,2013,70%,"3- B,S,C",3.75
2164,1077,Soma,Canada,2013,70%,"3- B,S,C",3.75
2165,1077,Soma,Canada,2013,88%,"3- B,S,C",4.0
2166,1077,Soma,Canada,2013,70%,"3- B,S,C",4.0
2167,1081,Soma,Canada,2013,67%,"3- B,S,C",4.0
2168,1177,Soma,Canada,2013,70%,"3- B,S,C",4.0
2169,1307,Soma,Canada,2014,70%,"3- B,S,C",3.25
2170,1339,Soma,Canada,2014,70%,"3- B,S,C",3.25
2171,1227,Soma,Canada,2014,70%,"3- B,S,C",3.5
2172,1307,Soma,Canada,2014,80%,"3- B,S,C",3.5
2173,1259,Soma,Canada,2014,70%,"3- B,S,C",3.75
2174,1307,Soma,Canada,2014,70%,"3- B,S,C",3.75
2175,1594,Soma,Canada,2015,70%,"3- B,S,C",3.5
2176,1594,Soma,Canada,2015,75%,"3- B,S,C",4.0
2177,1832,Soma,Canada,2016,70%,"3- B,S,C",3.25
2178,1820,Soma,Canada,2016,62%,"3- B,S,C",3.5
2179,1820,Soma,Canada,2016,70%,"3- B,S,C",3.5
2180,1828,Soma,Canada,2016,70%,"3- B,S,C",3.5
2181,1828,Soma,Canada,2016,70%,"3- B,S,C",3.75
2182,1828,Soma,Canada,2016,75%,"3- B,S,C",3.75
2183,1828,Soma,Canada,2016,70%,"3- B,S,C",4.0
2184,2016,Soma,Canada,2017,70%,"3- B,S,C",3.25
2185,2016,Soma,Canada,2017,70%,"3- B,S,C",4.0
2186,2068,Soma,Canada,2018,70%,"3- B,S,C",3.0
2187,2242,Soma,Canada,2018,70%,"3- B,S,C",4.0
2188,2242,Soma,Canada,2018,70%,"3- B,S,C",4.0
2189,2680,Soma,Canada,2021,62%,"4- B,S,C,V",3.25
2190,2638,Soma,Canada,2021,70%,"3- B,S,C",3.5
2191,2638,Soma,Canada,2021,70%,"3- B,S,C",3.5
2192,2700,Soma,Canada,2021,70%,"3- B,S,C",4.0
2193,1367,Somerville,U.S.A.,2014,70%,"2- B,S",3.25
2194,1395,Somerville,U.S.A.,2014,70%,"2- B,S",3.5
2195,1932,Soul,Canada,2017,70%,"2- B,S",3.25
2196,1936,Soul,Canada,2017,75%,"2- B,S",3.25
2197,1936,Soul,Canada,2017,77%,"2- B,S",3.25
2198,1936,Soul,Canada,2017,70%,"2- B,S",3.5
2199,1936,Soul,Canada,2017,75%,"2- B,S",3.5
2200,1940,Soul,Canada,2017,80%,"2- B,S",3.5
2201,793,Spagnvola,U.S.A.,2012,70%,"4- B,S,C,V",3.0
2202,793,Spagnvola,U.S.A.,2012,80%,"4- B,S,C,V",3.0
2203,793,Spagnvola,U.S.A.,2012,75%,"4- B,S,C,V",3.25
2204,1434,Spencer,Australia,2014,72%,"3- B,S,C",2.75
2205,1792,Spencer,Australia,2016,70%,"3- B,S,C",3.5
2206,1792,Spencer,Australia,2016,70%,"3- B,S,C",3.75
2207,1792,Spencer,Australia,2016,70%,"3- B,S,C",3.75
2208,1932,Spencer,U.S.A.,2017,70%,"3- B,S,C",2.75
2209,1932,Spencer,U.S.A.,2017,70%,"3- B,S,C",3.5
2210,1932,Spencer,U.S.A.,2017,70%,"3- B,S,C",3.75
2211,2684,Spinnaker,U.S.A.,2021,70%,"2- B,S",3.25
2212,2684,Spinnaker,U.S.A.,2021,70%,"2- B,S",3.5
2213,2684,Spinnaker,U.S.A.,2021,70%,"2- B,S",3.5
2214,1057,Sprungli (Felchlin),Switzerland,2013,70%,"4- B,S,C,L",3.0
2215,1121,SRSLY,U.S.A.,2013,84%,"3- B,S,L",2.25
2216,1113,SRSLY,U.S.A.,2013,70%,"3- B,S,L",3.0
2217,1634,Starchild,U.S.A.,2015,70%,"4- B,S*,C,V",3.0
2218,1692,Starchild,U.S.A.,2015,70%,"4- B,S*,C,V",3.0
2219,1692,Starchild,U.S.A.,2015,70%,"4- B,S*,C,V",3.0
2220,1692,Starchild,U.S.A.,2015,70%,"4- B,S*,C,V",3.0
2221,1696,Starchild,U.S.A.,2015,70%,"4- B,S*,C,V",3.0
2222,729,Stella (aka Bernrain),Switzerland,2011,72%,"4- B,S,C,V",3.25
2223,859,Stella (aka Bernrain),Switzerland,2012,68%,"4- B,S,C,V",2.75
2224,1291,Stone Grindz,U.S.A.,2014,84%,"3- B,S,C",3.5
2225,1291,Stone Grindz,U.S.A.,2014,70%,"3- B,S,C",3.5
2226,2012,Stone Grindz,U.S.A.,2017,70%,"3- B,S,C",2.5
2227,939,StRita Supreme,U.S.A.,2012,65%,"4- B,S,C,V",2.5
2228,943,StRita Supreme,U.S.A.,2012,70%,"4- B,S,C,V",2.5
2229,943,StRita Supreme,U.S.A.,2012,75%,"4- B,S,C,V",2.75
2230,1157,Sublime Origins,U.S.A.,2013,67%,"2- B,S",2.75
2231,1157,Sublime Origins,U.S.A.,2013,78%,"2- B,S",3.25
2232,1800,Summerbird,Denmark,2016,61%,"5- B,S,C,V,L",2.5
2233,1800,Summerbird,Denmark,2016,71%,"5- B,S,C,V,L",3.0
2234,1796,Suruca Chocolate,Venezuela,2016,70%,"3- B,S,C",2.75
2235,1796,Suruca Chocolate,Venezuela,2016,60%,"3- B,S,C",3.0
2236,1618,Svenska Kakaobolaget,Sweden,2015,70%,"2- B,S",2.75
2237,2434,Svenska Kakaobolaget,Sweden,2019,74%,"2- B,S",2.75
2238,2634,sweet beans,U.S.A.,2021,72%,"3- B,S,C",3.0
2239,2634,sweet beans,U.S.A.,2021,72%,"3- B,S,C",3.0
2240,2634,sweet beans,U.S.A.,2021,77%,"3- B,S,C",3.5
2241,2634,sweet beans,U.S.A.,2021,80%,"3- B,S,C",3.75
2242,2242,Sweet Escalier,Japan,2018,70%,"5- B,S,C,V,L",2.5
2243,2234,Sweet Escalier,Japan,2018,75%,"3- B,S,C",2.75
2244,2234,Sweet Escalier,Japan,2018,70%,"5- B,S,C,V,L",3.0
2245,2242,Sweet Escalier,Japan,2018,70%,"5- B,S,C,V,L",3.0
2246,2230,Sweet Escalier,Japan,2018,75%,"5- B,S,C,V,L",3.25
2247,2474,Sweetness,Canada,2020,74%,"3- B,S,C",3.0
2248,2470,Sweetness,Canada,2020,68%,"3- B,S,C",3.25
2249,2482,Sweetness,Canada,2020,73%,"3- B,S,C",3.25
2250,761,Szanto Tibor,Hungary,2011,70%,"3- B,S,C",3.0
2251,939,Szanto Tibor,Hungary,2012,70%,"3- B,S,C",3.25
2252,939,Szanto Tibor,Hungary,2012,70%,"3- B,S,C",3.25
2253,939,Szanto Tibor,Hungary,2012,70%,"3- B,S,C",3.75
2254,1193,Szanto Tibor,Hungary,2013,70%,"3- B,S,C",3.25
2255,1185,Szanto Tibor,Hungary,2013,70%,"3- B,S,C",3.5
2256,1185,Szanto Tibor,Hungary,2013,70%,"3- B,S,C",3.5
2257,1263,Szanto Tibor,Hungary,2014,70%,"3- B,S,C",3.5
2258,1263,Szanto Tibor,Hungary,2014,70%,"3- B,S,C",3.75
2259,1668,Szanto Tibor,Hungary,2015,70%,"3- B,S,C",3.25
2260,1704,Szanto Tibor,Hungary,2015,88%,"3- B,S,C",3.25
2261,1704,Szanto Tibor,Hungary,2015,70%,"3- B,S,C",3.25
2262,1708,Szanto Tibor,Hungary,2015,70%,"3- B,S,C",3.25
2263,1708,Szanto Tibor,Hungary,2015,70%,"3- B,S,C",3.5
2264,1704,Szanto Tibor,Hungary,2015,70%,"3- B,S,C",3.75
2265,1105,Tabal,U.S.A.,2013,70%,"4- B,S,C,V",2.5
2266,1101,Tabal,U.S.A.,2013,70%,"4- B,S,C,V",2.75
2267,1101,Tabal,U.S.A.,2013,70%,"4- B,S,C,V",2.75
2268,1105,Tabal,U.S.A.,2013,70%,"4- B,S,C,V",3.0
2269,1680,Tablette (aka Vanillabeans),Japan,2015,77%,"4- B,S,C,L",2.75
2270,1450,Tablette (aka Vanillabeans),Japan,2015,70%,"5- B,S,C,V,L",3.0
2271,1450,Tablette (aka Vanillabeans),Japan,2015,62%,"5- B,S,C,V,L",3.25
2272,1450,Tablette (aka Vanillabeans),Japan,2015,60%,"5- B,S,C,V,L",3.25
2273,2286,Tala,Vietnam,2019,70%,"3- B,S,C",2.75
2274,2286,Tala,Vietnam,2019,75%,"3- B,S,C",3.0
2275,1868,Tan Ban Skrati,Suriname,2016,70%,"2- B,S",3.25
2276,2262,Taste Artisan,U.S.A.,2019,75%,"4- B,S,C,V",3.0
2277,2326,Taste Artisan,U.S.A.,2019,75%,"3- B,S,C",3.25
2278,2326,Taste Artisan,U.S.A.,2019,75%,"3- B,S,C",4.0
2279,1646,Taste Artisan aka Coleman and Davis,U.S.A.,2015,75%,"4- B,S,C,V",3.0
